,C0,C1,C2,C3,C4,C5
C0,0.0,1.7252446183953034,0.7864406779661017,2.401656314699793,0.1893877551020408,0.7551537070524412
C1,1.7252446183953034,2.9604053293300807,0.3231947991641514,1.56601151479055,0.0,0.0
C2,0.7864406779661017,0.3231947991641514,0.0,1.5956767379022354,3.5951573849878935,0.945719802617464
C3,2.401656314699793,1.56601151479055,1.5956767379022354,0.19491703423650494,0.0,0.4681709778022381
C4,0.1893877551020408,0.0,3.5951573849878935,0.0,6.817959183673469,0.0
C5,0.7551537070524412,0.0,0.945719802617464,0.4681709778022381,0.0,2.044544143566736
